country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Reg Box - SBX (Uber Eats),1 item,910.0,,1150,58.8,93.7,59.7,,6.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 3 Piece Box,1 item,905.0,,1164,71.9,91.2,56.6,,4.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 - Favourites Box (Large) (Uber Eats),1 item,1280.0,,1597,71.3,148.1,80.0,,5.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Tenders Box,1 item,1158.0,,1305,49.2,122.7,69.0,,3.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Lge Box (Uber Eats),1 item,1370.0,,1729,86.9,153.3,85.0,,11.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Original Tenders Box (Uber Eats),1 item,1158.0,,1305,49.2,122.7,69.0,,3.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 - Favourites Box (Regular SBX),1 item,935.0,,1300,66.7,103.7,68.8,,4.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box lge (Ultimate Box),1 item,1223.0,,1333,56.6,137.7,61.4,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Original Tenders Box,1 item,813.0,,1021,44.6,82.0,57.4,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Reg Box (Uber Eats),1 item,910.0,,1163,58.9,97.4,59.4,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy Zinger Bacon & Cheese Burger Box,1 item,921.0,,1121,59.4,101.1,52.6,,7.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 - Favourites Box (Large SBX),1 item,1280.0,,1584,71.2,144.4,80.3,,5.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box lge (Ultimate Box) - SBX,1 item,1223.0,,1321,56.4,133.9,61.7,,6.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy Zinger Burger Box,1 item,1232.0,,1313,57.0,140.0,57.7,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Lge Box - SBX,1 item,1370.0,,1717,86.8,149.6,85.4,,11.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Lge Box,1 item,1255.0,,1447,63.5,138.1,70.9,,6.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Zinger Stacker Burger Box Hot & Crispy (Uber Eats),1 item,1356.0,,1567,82.7,149.3,70.4,,11.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Zinger Bacon & Cheese Burger Box (Uber Eats),1 item,1266.0,,1393,63.9,138.1,64.5,,7.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy Zinger Burger Box,1 item,887.0,,1028,52.5,99.3,46.2,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Mega Chicken Box Large (DoorDash Menu Test),1 item,1312.0,,1682,81.6,140.8,88.1,,6.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Mega Chicken Box Large (Smallbox),1 item,1312.0,,1669,81.5,137.1,88.4,,6.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crunch Twister® (Uber Eats),1 item,237.0,,514,23.4,45.2,26.0,,6.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy Zinger Bacon & Cheese Burger Box (Uber Eats),1 item,1266.0,,1405,64.0,141.8,64.2,,7.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Reg Box - SBX,1 item,1025.0,,1433,82.2,108.9,73.9,,10.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box Reg (Ultimate Box) (Uber Eats),1 item,878.0,,1049,52.0,97.0,49.9,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Mega Chicken Box Regular,1 item,967.0,,1397,77.0,100.1,76.6,,5.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Original Tenders Box,1 item,1158.0,,1292,49.1,119.0,69.3,,3.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Reg Box,1 item,910.0,,1163,58.9,97.4,59.4,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box Reg (Ultimate Box) - SBX (Uber Eats),1 item,878.0,,1037,51.9,93.3,50.2,,6.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box Reg (Ultimate Box),1 item,878.0,,1049,52.0,97.0,49.9,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Zinger Crunch Burger™ Box (Uber Eats),1 item,1291.0,,1396,60.4,146.6,62.2,,10.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box lge (Ultimate Box) (Uber Eats),1 item,1223.0,,1333,56.6,137.7,61.4,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Reg Box - SBX (Uber Eats),1 item,1025.0,,1433,82.2,108.9,73.9,,10.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Reg Box (Uber Eats),1 item,1025.0,,1445,82.3,112.6,73.5,,10.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy Zinger Bacon & Cheese Burger Box (Uber Eats),1 item,921.0,,1121,59.4,101.1,52.6,,7.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Favourites Box (Regular),1 item,935.0,,1313,66.8,107.4,68.4,,4.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox - Upsize - Hot & Crispy Zinger Burger box,1 item,1232.0,,1300,56.9,136.3,58.1,,6.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Zinger Stacker Burger Box Hot & Crispy (Uber Eats),1 item,1011.0,,1283,78.1,108.6,58.9,,11.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox - Upsize - Hot & Crispy Zinger Burger box (Uber Eats),1 item,1232.0,,1300,56.9,136.3,58.1,,6.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Original Tenders Box (Uber Eats),1 item,1158.0,,1292,49.1,119.0,69.3,,3.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Value Feast Tenders (Smallbox) - Most recent,1 item,1173.0,,2622,155.8,180.2,142.4,,17.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Box lge (Ultimate Box) - SBX (Uber Eats),1 item,1223.0,,1321,56.4,133.9,61.7,,6.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized 3 Piece Box,1 item,1250.0,,1435,76.3,128.2,68.5,,5.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Upsized Zinger Stacker Burger Box Hot & Crispy,1 item,1356.0,,1567,82.7,149.3,70.4,,11.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox - Regular - Hot & Crispy Zinger Burger box,1 item,887.0,,1016,52.4,95.6,46.5,,6.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy Zinger Stacker Burger Box (Uber Eats),1 item,1356.0,,1580,82.8,153.0,70.1,,11.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Zinger Crunch Burger™ Box (Uber Eats),1 item,946.0,,1112,55.9,105.9,50.7,,9.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Mega Chicken Box Large,1 item,1312.0,,1682,81.6,140.8,88.1,,6.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular 3 Piece Box,1 item,905.0,,1151,71.7,87.5,57.0,,4.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Regular Original Tenders Box,1 item,813.0,,1008,44.5,78.3,57.8,,3.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Piece Box,1 item,1250.0,,1448,76.4,131.9,68.1,,5.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Piece Box (Uber Eats),1 item,1250.0,,1448,76.4,131.9,68.1,,5.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Tender Crunch Bowl (Uber Eats),1 item,255.0,,401,19.9,25.5,23.8,,9.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger® Crunch Twister® (Uber Eats),1 item,268.0,,549,27.8,51.5,24.9,,7.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Mega Chicken Box Regular (Smallbox),1 item,967.0,,1385,76.9,96.4,76.9,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Double Tender Burger Combo,1 item,1012.0,,1027,32.8,116.6,47.4,,5.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Double Combo Reg (with Original Crispy) (1),1 item,1362.0,,1500,59.4,155.6,70.2,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 50 - Chicken and Chips,1 item,13693.0,,36184,2658.4,1870.9,2017.3,,33.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P9 - Packed Lunch - Large (Smallbox),1 item,1122.0,,1078,34.6,124.8,48.6,,6.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger ALC (Uber Eats),1 item,334.0,,861,55.3,52.7,47.2,,9.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket Popcorn Chicken Add on,1 item,199.0,,556,17.8,57.3,28.4,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,ADD ON - Original Pepper Mayo Slider (NEW),1 item,96.0,,269,12.1,23.9,13.6,,2.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with Snack Popcorn Chicken (no upsize) - Live,1 item,790.0,,525,16.3,55.4,26.5,,0.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Big Dinner (smallbox) (promo),1 item,1739.0,,3535,204.3,279.8,178.1,,18.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Burger,1 item,186.0,,451,27.1,34.3,22.3,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with BBQ Slider (no upsize) - Live,1 item,807.0,,335,13.3,41.7,12.3,,16.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original BBQ Slider (Uber Eats),1 item,97.0,,242,12.2,27.6,8.9,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket 1 Original Tender,1 item,158.0,,382,13.1,44.9,16.7,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $15 Twister Double Deal,1 item,886.0,,2064,96.6,186.0,102.9,,13.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Promo - Go Bucket & Freeze,1 item,561.0,,731,17.8,100.3,28.4,,44.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P9 - Packed Lunch - Reg (Smallbox),1 item,777.0,,794,30.0,84.1,37.1,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - $9.95 Luxe Lunch Large,1 item,1114.0,,1087,47.4,109.3,51.3,,2.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Supercharged Slider (Uber Eats),1 item,97.0,,258,12.1,24.6,12.1,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P9 - Packed Lunch - Reg,1 item,777.0,,807,30.1,87.8,36.7,,5.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Favourites Box (Large),1 item,1280.0,,1597,71.3,148.1,80.0,,5.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket 2 Wicked Wings,1 item,199.0,,524,18.9,49.1,28.2,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with BBQ Slider (no upsize) - Live (Uber Eats),1 item,807.0,,335,13.3,41.7,12.3,,16.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Double Tender Burger (Uber Eats),1 item,172.0,,458,23.6,35.1,24.3,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - $7.95 Stacked Snack,1 item,286.0,,793,28.4,79.3,40.1,,3.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger Stacker Burger Combo (Most recent),1 item,1150.0,,1287,62.1,128.8,57.7,,10.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 20 - Finger Food - Tenders (includes 16 dipping sauces),1 item,5906.0,,14687,749.3,1073.1,824.4,,143.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger Burger Combo,1 item,681.0,,736,31.8,75.0,33.8,,5.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,ADD ON - Original BBQ Slider (NEW),1 item,97.0,,242,12.2,27.6,8.9,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket Popcorn Chicken (Uber Eats),1 item,199.0,,556,17.8,57.3,28.4,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with Nuggets (no upsize) - Live (Uber Eats),1 item,815.0,,516,15.3,63.7,22.2,,12.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Double Combo Large (with Original Crispy) (1),1 item,2052.0,,2069,68.5,237.0,93.2,,10.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Lge Combo,1 item,1026.0,,1034,34.3,118.5,46.6,,5.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Original BBQ Slider,1 item,97.0,,242,12.2,27.6,8.9,,6.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Double Tender Burger Combo,1 item,667.0,,743,28.2,75.9,35.8,,5.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $9.95 Wicked Double Deal,1 item,634.0,,1771,81.0,124.1,106.6,,2.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger ALC,1 item,334.0,,861,55.3,52.7,47.2,,9.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger Burger Combo,1 item,1026.0,,1020,36.4,115.7,45.3,,5.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Popcorn Chicken® ADD ON (Most Recent),1 item,114.0,,393,19.3,24.2,24.4,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger ALC,1 item,186.0,,465,25.0,37.0,23.6,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Stacker Burger (Uber Eats),1 item,310.0,,718,52.9,47.3,34.6,,9.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Maxi Popcorn Chicken,1 item,209.0,,720,35.3,44.3,44.7,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Reg Combo,1 item,829.0,,1146,60.0,93.5,58.7,,9.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Stacker Burger,1 item,310.0,,718,52.9,47.3,34.6,,9.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger Reg Combo,1 item,681.0,,750,29.7,77.8,35.1,,5.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket 3 Nuggets (Uber Eats),1 item,168.0,,409,12.5,46.6,19.2,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy Burger ALC (Uber Eats),1 item,186.0,,465,25.0,37.0,23.6,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Supercharged Slider,1 item,97.0,,258,12.1,24.6,12.1,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 50 - Finger Food - Tenders (includes 36 dipping sauces),1 item,13390.0,,33704,1711.7,2475.7,1889.7,,323.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Wicked Wings Lunch (Promo),1 item,356.0,,1006,47.7,66.3,61.6,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Zinger Bacon & Cheese Burger Combo,1 item,1060.0,,1113,43.3,117.6,51.8,,6.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with Snack Popcorn Chicken (no upsize) - Live (Uber Eats),1 item,790.0,,525,16.3,55.4,26.5,,0.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $6.95 Original Crispy Burger & Go Bucket®,1 item,385.0,,1021,42.8,94.3,52.0,,5.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 20 - Chicken and Chips,1 item,5525.0,,14587,1065.1,764.6,811.5,,13.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket 2 Wicked Wings (Uber Eats),1 item,199.0,,524,18.9,49.1,28.2,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger Stacker Burger Combo (Most recent),1 item,805.0,,1003,57.6,88.1,46.2,,9.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Crunch Burger (Uber Eats),1 item,245.0,,547,30.6,44.6,26.5,,8.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - Juice Apple Spring Valley 300mL (DoorDash Menu Test),1 item,315.0,,141,0.0,34.7,0.0,,33.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - 2 Pepper Mayo Sliders for $4,1 item,193.0,,538,24.3,47.9,27.3,,5.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - Burger Dinner,1 item,918.0,,2400,106.7,221.7,119.3,,15.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Bacon & Cheese Burger,1 item,220.0,,544,34.1,36.1,28.7,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P9 - $24.95 Boneless Dinner,1 item,919.0,,2250,115.6,176.9,120.2,,16.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Double Combo Reg (with Original Crispy),1 item,1362.0,,1500,59.4,155.6,70.2,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Big Dinner (promo),1 item,2199.0,,3853,212.6,344.9,180.5,,21.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P9 - Packed Lunch,Large,1122.0,,1091,34.7,128.5,48.2,,6.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Bacon & Cheese Burger (Uber Eats),1 item,220.0,,544,34.1,36.1,28.7,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Smallbox Original Pepper Mayo Slider,1 item,96.0,,269,12.1,23.9,13.6,,2.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,ADD ON - Original Supercharged Slider (NEW),1 item,97.0,,258,12.1,24.6,12.1,,3.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Reg Combo,1 item,713.0,,864,36.6,78.3,44.6,,5.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket Popcorn Chicken,1 item,199.0,,556,17.8,57.3,28.4,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Go Bucket 1 Original Tender (Uber Eats),1 item,158.0,,382,13.1,44.9,16.7,,0.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 50 - Variety - Tenders (includes 16 dipping sauces),1 item,15160.0,,41564,2683.6,2400.7,2369.4,,166.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Pepper Mayo Slider (Uber Eats),1 item,96.0,,269,12.1,23.9,13.6,,2.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - Juice Apple Spring Valley 300mL,1 item,315.0,,141,0.0,34.7,0.0,,33.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - $9.95 Luxe Lunch Large (Smallbox),1 item,1114.0,,1074,47.3,105.6,51.7,,2.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger ALC,1 item,218.0,,579,32.0,37.5,33.1,,5.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Zinger Burger (Uber Eats),1 item,186.0,,451,27.1,34.3,22.3,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Kids Meal with Nuggets (no upsize) - Live,1 item,815.0,,516,15.3,63.7,22.2,,12.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Zinger Bacon & Cheese Burger Combo,1 item,715.0,,829,38.7,76.9,40.2,,6.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon Stacker Burger Lge Combo,1 item,1174.0,,1430,64.6,134.2,70.2,,10.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - $9.95 Luxe Lunch (Smallbox),1 item,769.0,,790,42.7,64.9,40.2,,1.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Double Combo Large (with Original Crispy),1 item,2052.0,,2069,68.5,237.0,93.2,,10.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Catering - Bundle for 20 - Variety - Tenders (includes 6 dipping sauces),1 item,6142.0,,16927,1081.8,983.7,967.2,,65.1,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - $8.95 Zinger, Nuggs 'n Chips",1 item,528.0,,1284,58.6,125.0,60.2,,29.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Double Tender Burger,1 item,172.0,,458,23.6,35.1,24.3,,4.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger Lge Combo,1 item,1058.0,,1148,41.2,119.0,56.1,,5.9,https://www.kfc.com.au/nutrition-allergen
AU,KFC,"LOY - $11.95 Original Crispy Burgs, Chips 'n Nuggs",1 item,739.0,,1814,75.1,182.3,85.9,,22.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Pepper Mayo Slider,1 item,96.0,,269,12.1,23.9,13.6,,2.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,LOY - $11 Double Tender Burger Combo x 2,1 item,1334.0,,1485,56.5,151.7,71.7,,10.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,$6.95 Double Slider & Chips (promo),1 item,314.0,,811,28.7,89.1,37.3,,6.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,P2 2025 - $9.95 Luxe Lunch Regular,1 item,769.0,,803,42.8,68.6,39.8,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Original Crispy BBQ Bacon & Cheese Burger ALC (Uber Eats),1 item,218.0,,579,32.0,37.5,33.1,,5.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Popcorn Chicken (Uber Eats),1 item,114.0,,393,19.3,24.2,24.4,,0.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Large Chips ADD ON,1 item,240.0,,567,8.9,81.1,23.0,,1.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 10 Nugget Combo,1 item,1063.0,,1118,36.3,131.7,49.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 6 Nugget Combo (Uber Eats),1 item,622.0,,601,20.9,67.9,27.3,,12.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Maxi Popcorn Chicken (Uber Eats),1 item,209.0,,720,35.3,44.3,44.7,,1.3,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Regular Popcorn Chicken Combo,1 item,954.0,,962,28.5,105.6,47.4,,1.6,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 10 Nugget Combo,1 item,718.0,,834,31.7,91.0,37.9,,24.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Popcorn Chicken Combo (Uber Eats),1 item,609.0,,678,23.9,65.0,35.9,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Chips (Uber Eats),1 item,120.0,,283,4.4,40.6,11.5,,0.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Crunchy Jalapeno Slaw (Uber Eats),1 item,181.0,,174,2.6,17.7,9.6,,9.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent) (DoorDash Menu Test),1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 6 Wicked Wings Combo,1 item,731.0,,1007,47.9,66.6,61.6,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 10 Nugget Combo (Uber Eats),1 item,1063.0,,1118,36.3,131.7,49.5,,25.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Snack Popcorn Chicken® Combo,1 item,910.0,,810,21.1,96.3,38.0,,1.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Hot & Crispy 3 Pieces Combo WA,1 item,639.0,,628,32.9,59.2,28.8,,0.8,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Original Tenders Combo,1 item,978.0,,1000,35.5,95.9,53.1,,2.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Maxi Popcorn Chicken Combo,1 item,1049.0,,1289,44.6,125.8,67.8,,2.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent) (Keep) SA/WA (Issue with the old version and this is the new version),1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 10 Nugget Combo (Uber Eats),1 item,718.0,,834,31.7,91.0,37.9,,24.5,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Hot & Crispy 3 Pieces Combo WA,1 item,984.0,,912,37.5,99.9,40.3,,1.2,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 3 Original Tenders Combo (Uber Eats),1 item,978.0,,1000,35.5,95.9,53.1,,2.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized Snack Popcorn Chicken® Combo (Uber Eats),1 item,910.0,,810,21.1,96.3,38.0,,1.4,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent) (Keep) SA/WA,1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular 10 Wicked Wings Combo,1 item,889.0,,1489,76.8,83.7,95.0,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Family Feast,1 item,3495.0,,4130,234.8,341.9,202.9,,50.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Giant Feast (Most recent),1 item,4305.0,,6653,393.7,473.9,354.9,,27.0,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Regular Maxi Popcorn Chicken Combo (Uber Eats),1 item,704.0,,1005,40.0,85.1,56.2,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Upsized 6 Wicked Wings Combo,1 item,1076.0,,1292,52.5,107.2,73.2,,1.7,https://www.kfc.com.au/nutrition-allergen
AU,KFC,Large Chips,1 item,240.0,,567,8.9,81.1,23.0,,1.0,https://www.kfc.com.au/nutrition-allergen
